# Bris star catalog source data.
#
# AUTOGENERATED by scripts/import_bsc.py from the Yale Bright Star
# Catalogue (BSC5) at https://cdsarc.cds.unistra.fr/ftp/V/50/.
# Do not hand-edit; rerun the importer to refresh.
#
# Format: tab-separated, one star per line, '#' starts a comment.
# Columns:
#   hr           Yale BSC number (primary key).
#   hip          Hipparcos number, 0 if not cross-referenced.
#   name         Conventional name, spaces replaced by '_'.
#   ra_deg       Right ascension in decimal degrees, J2000.0.
#   dec_deg      Declination in decimal degrees, J2000.0.
#   pm_ra_mas    Proper motion in RA, mas/yr (dα/dt × cos δ).
#   pm_dec_mas   Proper motion in declination, mas/yr.
#   parallax_mas Trigonometric parallax in milliarcseconds.
#   vmag         Apparent visual magnitude.
#   nav57        '*' if one of the 57 standard navigational stars.
#
# hr	hip	name	ra_deg	dec_deg	pm_ra_mas	pm_dec_mas	parallax_mas	vmag	nav57
7858	0	3Eta_Del	308.487500	13.027222	72.00	26.00	10.00	5.38	
7859	0	Rho_Pav	309.397083	-61.530000	57.00	-72.00	3.00	4.88	
7860	0	HR7860	307.943750	56.780000	-18.00	-7.00	0.00	6.14	
7861	0	HR7861	308.217917	43.191667	7.00	1.00	0.00	6.60	
7862	0	HR7862	308.541667	20.985278	15.00	-2.00	0.00	6.48	
7863	0	Mu_1Oct	310.512083	-76.180556	180.00	-6.00	0.00	6.00	
7864	0	Mu_2Oct	310.432083	-75.350556	141.00	-150.00	0.00	6.55	
7865	0	HR7865	308.884167	-16.525833	83.00	-21.00	0.00	6.19	
7866	0	47____Cyg	308.475833	35.250833	2.00	-6.00	2.00	4.61	
7867	0	HR7867	308.451667	41.772222	-15.00	-81.00	0.00	6.49	
7868	0	HR7868	307.502917	72.531667	-3.00	-22.00	0.00	6.27	
7869	0	Alp_Ind	309.391667	-47.291389	53.00	66.00	46.00	3.11	
7870	0	HR7870	308.478750	46.693889	11.00	-1.00	0.00	5.78	
7871	0	4Zet_Del	308.827083	14.674167	46.00	13.00	15.00	4.68	
7872	0	HR7872	309.964167	-62.907778	12.00	-78.00	0.00	6.22	
7873	0	70____Aql	309.181667	-2.550000	13.00	-11.00	16.00	4.89	
7874	0	26____Vul	309.034583	25.882500	19.00	11.00	0.00	6.41	
7875	0	Phi2Pav	310.010833	-60.548889	307.00	-570.00	48.00	5.12	
7876	0	HR7876	308.710000	51.854167	-3.00	-5.00	0.00	6.11	
7877	0	HR7877	309.467083	-25.108889	64.00	-1.00	0.00	6.36	
7878	0	HR7878	309.326250	0.096944	0.00	-18.00	0.00	6.22	
7879	0	73____Dra	307.876667	74.954722	5.00	-15.00	12.00	5.20	
7880	0	27____Vul	309.269583	26.461944	17.00	-12.00	0.00	5.59	
7881	0	Ups_Pav	310.487917	-66.760833	9.00	-25.00	0.00	5.15	
7882	0	6Bet_Del	309.387500	14.595278	113.00	-33.00	28.00	3.63	
7883	0	5Iot_Del	309.454583	11.377778	40.00	-7.00	24.00	5.43	
7884	0	71____Aql	309.584583	-1.105278	15.00	-22.00	10.00	4.32	
7885	0	48____Cyg	309.382500	31.572500	10.00	0.00	0.00	6.32	
7886	0	HR7886	309.477500	18.269167	19.00	99.00	0.00	6.25	
7887	0	HR7887	309.385833	31.521944	-45.00	-33.00	0.00	6.49	
7888	0	HR7888	309.348333	38.328611	10.00	-43.00	0.00	6.20	
7889	0	14Tau_Cap	309.818333	-14.954722	7.00	-22.00	5.00	5.22	
7890	0	HR7890	309.805000	-2.412778	6.00	9.00	0.00	6.22	
7891	0	29____Vul	309.630417	21.201111	71.00	5.00	2.00	4.82	
7892	0	8The_Del	309.682917	13.315000	-1.00	-4.00	0.00	5.72	
7893	0	HR7893	310.082500	-33.431944	24.00	36.00	0.00	5.47	
7894	0	28____Vul	309.632917	24.116111	10.00	-2.00	0.00	5.04	
7895	0	HR7895	309.646250	23.680556	15.00	-7.00	0.00	5.91	
7896	0	7Kap_Del	309.782500	10.086111	321.00	23.00	26.00	5.05	
7897	0	1____Aqr	309.853750	0.486389	101.00	-15.00	10.00	5.16	
7898	0	HR7898	310.048750	-23.773889	491.00	464.00	70.00	6.37	
7899	0	HR7899	309.770833	15.838056	1.00	-17.00	0.00	5.97	
7900	0	15Ups_Cap	310.012500	-18.138611	-22.00	-21.00	19.00	5.10	
7901	0	75____Dra	307.060833	81.422778	33.00	15.00	12.00	5.46	
7902	0	HR7902	310.150000	-26.645000	33.00	-17.00	0.00	6.51	
7903	0	HR7903	309.794167	21.817222	19.00	14.00	0.00	6.08	
7904	0	HR7904	309.747917	30.334444	-32.00	-58.00	13.00	5.68	
7905	0	HR7905	310.135417	-16.124167	-67.00	71.00	0.00	5.80	
7906	0	9Alp_Del	309.909583	15.911944	66.00	-2.00	8.00	3.77	
7907	0	HR7907	309.965833	11.249722	60.00	88.00	0.00	6.42	
7908	0	74____Dra	307.364583	81.091389	64.00	222.00	22.00	5.96	
7909	0	HR7909	310.348750	-31.598333	113.00	-65.00	23.00	5.76	
7910	0	HR7910	310.350417	-26.000000	-2.00	-29.00	0.00	6.28	
7911	0	HR7911	309.888750	40.579444	7.00	0.00	3.00	6.06	
7912	0	HR7912	309.846250	45.666944	5.00	1.00	0.00	6.58	
7913	0	Bet_Pav	311.239583	-66.203056	-46.00	12.00	35.00	3.42	
7914	0	HR7914	310.188333	19.935278	122.00	304.00	50.00	6.45	
7915	0	HR7915	310.720833	-39.558611	24.00	-6.00	0.00	6.29	
7916	0	HR7916	309.750833	56.005000	-5.00	-35.00	0.00	6.48	
7917	0	HR7917	310.150833	29.805278	8.00	36.00	10.00	6.08	
7918	0	10____Del	310.317500	14.583056	-6.00	2.00	0.00	5.99	
7919	0	HR7919	310.012917	43.458611	-70.00	-63.00	0.00	5.95	
7920	0	Eta_Ind	311.009583	-51.921111	158.00	-58.00	49.00	4.51	
7921	0	49____Cyg	310.260833	32.307222	7.00	-14.00	4.00	5.51	
7922	0	HR7922	310.251667	39.082222	7.00	0.00	0.00	6.51	
7923	0	HR7923	310.492500	17.521389	22.00	44.00	0.00	6.22	
7924	0	50Alp_Cyg	310.357917	45.280278	3.00	2.00	-6.00	1.25	*
7925	0	HR7925	310.074583	60.505278	15.00	190.00	21.00	6.01	
7926	0	HR7926	310.485417	41.716944	6.00	0.00	0.00	5.67	
7927	0	HR7927	310.592500	35.456111	-19.00	-9.00	0.00	6.66	
7928	0	11Del_Del	310.864583	15.074444	-19.00	-43.00	13.00	4.43	
7929	0	51____Cyg	310.552500	50.340000	3.00	5.00	0.00	5.39	
7930	0	HR7930	307.262917	83.625556	25.00	-17.00	0.00	6.19	
7931	0	HR7931	311.305000	-27.247222	8.00	6.00	0.00	6.50	
7932	0	HR7932	310.850833	35.587778	-10.00	-3.00	-8.00	6.47	
7933	0	HR7933	311.583750	-39.199167	49.00	-30.00	0.00	5.50	
7934	0	Sig_Pav	312.325417	-68.776389	-69.00	-49.00	-0.00	5.41	
7935	0	HR7935	311.577500	-36.120278	44.00	-55.00	0.00	6.49	
7936	0	16Psi_Cap	311.523750	-25.270833	-50.00	-157.00	98.00	4.14	
7937	0	17____Cap	311.541667	-21.514167	24.00	-21.00	0.00	5.93	
7938	0	HR7938	310.665417	60.601389	-3.00	-14.00	0.00	6.15	
7939	0	30____Vul	311.218750	25.270556	-28.00	-182.00	6.00	4.91	
7940	0	HR7940	310.806250	57.114167	-13.00	3.00	0.00	6.32	
7941	0	HR7941	311.367500	18.090278	2.00	5.00	0.00	6.38	
7942	0	52____Cyg	311.415417	30.719722	-10.00	28.00	15.00	4.22	
7943	0	Iot_Mic	312.121667	-43.988611	185.00	-106.00	51.00	5.11	
7944	0	HR7944	311.091667	56.488056	6.00	-15.00	0.00	5.78	
7945	0	4____Cep	310.795833	66.657500	21.00	32.00	34.00	5.58	
7946	0	HR7946	311.765000	-2.486667	-16.00	-16.00	0.00	6.27	
7947	0	12Gam1Del	311.661250	16.124444	-30.00	-191.00	26.00	5.14	
7948	0	12Gam2Del	311.664583	16.124167	-32.00	-197.00	26.00	4.27	
7949	0	53Eps_Cyg	311.552917	33.970278	356.00	328.00	57.00	2.46	
7950	0	2Eps_Aqr	311.919167	-9.495833	35.00	-34.00	21.00	3.77	
7951	0	3____Aqr	311.934167	-5.027778	3.00	-40.00	8.00	4.42	
7952	0	Zet_Ind	312.370833	-46.226944	40.00	24.00	12.00	4.89	
7953	0	13____Del	311.951250	6.008333	10.00	-6.00	2.00	5.58	
7954	0	HR7954	311.949167	3.306667	31.00	21.00	0.00	6.40	
7955	0	HR7955	311.337917	57.579722	-64.00	-236.00	46.00	4.51	
7956	0	HR7956	311.795000	34.374167	47.00	4.00	5.00	4.92	
7957	0	3Eta_Cep	311.322500	61.838889	87.00	818.00	71.00	3.43	
7958	0	HR7958	311.660417	46.531667	-24.00	-13.00	0.00	6.30	
7959	0	HR7959	312.909583	-62.429167	76.00	-47.00	9.00	6.28	
7960	0	HR7960	312.911667	-62.429167	78.00	-43.00	9.00	6.59	
7961	0	HR7961	312.323333	-25.781389	15.00	-21.00	0.00	5.86	
7962	0	HR7962	311.588333	52.995278	-81.00	-103.00	8.00	6.33	
7963	0	54Lam_Cyg	311.852083	36.490833	9.00	-5.00	8.00	4.53	
7964	0	HR7964	312.335417	-18.035833	2.00	-30.00	0.00	6.21	
7965	0	Alp_Mic	312.492083	-33.779722	10.00	-25.00	12.00	4.90	
7966	0	HR7966	311.836667	45.579722	5.00	-25.00	0.00	6.40	
7967	0	HR7967	311.137917	69.751944	-26.00	-27.00	2.00	6.41	
7968	0	Iot_Ind	312.875417	-51.608333	7.00	-14.00	1.00	5.05	
7969	0	HR7969	311.955417	47.831944	-6.00	-15.00	0.00	5.57	
7970	0	HR7970	312.696250	-32.054444	-16.00	-61.00	0.00	6.36	
7971	0	HR7971	312.752917	-37.913333	-11.00	-22.00	0.00	5.52	
7972	0	HR7972	311.970000	52.407222	68.00	-158.00	18.00	6.27	
7973	0	15____Del	312.407500	12.545278	57.00	98.00	30.00	5.98	
7974	0	14____Del	312.451250	7.864167	32.00	11.00	0.00	6.33	
7975	0	HR7975	312.496250	5.544722	40.00	6.00	0.00	6.21	
7976	0	HR7976	312.674167	-12.545000	126.00	-70.00	21.00	5.88	
7977	0	55____Cyg	312.234583	46.114167	4.00	0.00	17.00	4.84	
7978	0	HR7978	312.177917	51.910556	6.00	7.00	0.00	6.29	
7979	0	Bet_Mic	312.995000	-33.177222	15.00	14.00	0.00	6.04	
7980	0	18Ome_Cap	312.955417	-26.919167	-6.00	-1.00	1.00	4.11	
7981	0	HR7981	312.654167	18.051389	76.00	16.00	0.00	6.52	
7982	0	4____Aqr	312.857083	-5.626389	99.00	-1.00	28.00	5.99	
7983	0	HR7983	312.477917	46.661111	8.00	0.00	0.00	6.33	
7984	0	56____Cyg	312.520417	44.059444	126.00	133.00	25.00	5.04	
7985	0	5____Aqr	313.036250	-5.506944	2.00	0.00	-9.00	5.55	
7986	0	Bet_Ind	313.702500	-58.454167	17.00	-26.00	-5.00	3.65	
7987	0	HR7987	313.417500	-39.810000	44.00	-102.00	20.00	5.35	
7988	0	HR7988	312.867500	28.250556	3.00	-3.00	6.00	5.77	
7989	0	HR7989	313.255000	-23.783056	99.00	-53.00	0.00	6.33	
7990	0	6Mu__Aqr	313.163333	-8.983333	44.00	-30.00	19.00	4.73	
7991	0	HR7991	313.354167	-30.718611	36.00	-8.00	0.00	6.35	
7992	0	HR7992	313.645833	-50.727778	2.00	-36.00	0.00	6.24	
7993	0	HR7993	312.322500	64.042222	-6.00	-4.00	0.00	6.45	
7994	0	HR7994	313.273333	-11.573611	50.00	46.00	0.00	6.38	
7995	0	31____Vul	313.032083	27.096944	-67.00	-65.00	36.00	4.59	
7996	0	HR7996	313.001250	32.849167	-9.00	6.00	0.00	6.44	
7997	0	HR7997	313.528333	-27.925556	27.00	-25.00	0.00	6.41	
7998	0	HR7998	313.493333	-6.889722	33.00	-27.00	0.00	6.44	
7999	0	HR7999	313.280833	29.649444	-1.00	-47.00	0.00	6.34	
8000	0	19____Cap	313.699583	-17.923056	-51.00	-20.00	0.00	5.78	
8001	0	57____Cyg	313.311667	44.387222	10.00	1.00	0.00	4.78	
8002	0	76____Dra	310.646667	82.531111	29.00	23.00	0.00	5.75	
8003	0	HR8003	313.327500	45.181944	14.00	3.00	-5.00	5.45	
8004	0	HR8004	313.360000	42.410278	11.00	2.00	0.00	6.66	
8005	0	HR8005	313.474583	33.437778	-21.00	38.00	0.00	5.47	
8006	0	HR8006	313.783750	-1.373333	-2.00	20.00	0.00	6.55	
8007	0	HR8007	313.593333	28.521944	7.00	-10.00	0.00	6.56	
8008	0	32____Vul	313.640000	28.057500	0.00	-2.00	3.00	5.01	
8009	0	HR8009	313.592917	40.703056	10.00	3.00	0.00	6.70	
8010	0	HR8010	313.919583	4.532778	70.00	10.00	-12.00	6.05	
8011	0	17____Del	313.902917	13.721389	21.00	-14.00	17.00	5.17	
8012	0	16____Del	313.910833	12.568611	40.00	18.00	0.00	5.58	
8013	0	HR8013	314.197083	-26.296389	93.00	-65.00	39.00	5.70	
8014	0	HR8014	314.076250	-3.561389	27.00	18.00	0.00	6.57	
8015	0	7____Aqr	314.225000	-9.697500	-3.00	-10.00	0.00	5.51	
8016	0	HR8016	311.889167	80.552222	-31.00	-37.00	11.00	5.39	
8017	0	HR8017	314.294167	0.463611	18.00	-65.00	0.00	6.05	
8018	0	HR8018	314.419167	-16.031667	53.00	1.00	0.00	5.87	
8019	0	HR8019	315.367083	-68.209722	-10.00	-2.00	0.00	6.37	
8020	0	HR8020	313.957500	47.417778	-3.00	-2.00	0.00	5.67	
8021	0	Alp_Oct	316.179167	-77.023889	6.00	-369.00	25.00	5.15	
8022	0	HR8022	314.053750	51.075000	17.00	4.00	0.00	6.63	
8023	0	HR8023	314.144583	44.925000	-5.00	8.00	0.00	5.96	
8024	0	HR8024	314.674583	-14.482778	-42.00	-2.00	0.00	6.01	
8025	0	HR8025	314.106250	50.728611	41.00	-15.00	0.00	5.81	
8026	0	HR8026	314.107917	49.195833	9.00	7.00	4.00	5.90	
8027	0	HR8027	315.089583	-51.265278	-84.00	130.00	0.00	5.76	
8028	0	58Nu__Cyg	314.293333	41.167222	12.00	-16.00	10.00	3.94	
8029	0	HR8029	314.070833	56.887500	4.00	2.00	0.00	6.23	
8030	0	18____Del	314.607917	10.839167	-51.00	-36.00	0.00	5.48	
8031	0	HR8031	314.998750	-36.129722	106.00	-61.00	0.00	6.11	
8032	0	33____Vul	314.568333	22.325833	-3.00	-3.00	0.00	5.31	
8033	0	20____Cap	314.900417	-19.035278	11.00	-13.00	0.00	6.25	
8034	0	1Eps_Equ	314.768333	4.293611	-109.00	-148.00	21.00	5.23	
8035	0	HR8035	314.581250	44.471667	106.00	72.00	16.00	5.55	
8036	0	HR8036	314.628333	41.940278	-1.00	13.00	0.00	6.16	
8037	0	HR8037	314.961667	16.824167	41.00	-14.00	0.00	6.66	
8038	0	HR8038	315.016250	7.516389	29.00	20.00	9.00	5.99	
8039	0	Gam_Mic	315.322917	-32.257778	-2.00	5.00	34.00	4.67	
8040	0	HR8040	314.625417	50.462222	13.00	10.00	8.00	5.61	
8041	0	11____Aqr	315.140833	-4.730278	51.00	-137.00	33.00	6.21	
8042	0	HR8042	315.552500	-43.001944	60.00	-103.00	18.00	6.64	
8043	0	HR8043	313.684583	75.925556	29.00	43.00	0.00	6.05	
8044	0	HR8044	315.115417	19.329444	-16.00	-63.00	10.00	5.65	
8045	0	HR8045	315.438750	-26.881111	15.00	-23.00	0.00	6.05	
8046	0	HR8046	315.613333	-38.530556	163.00	-158.00	18.00	5.94	
8047	0	59____Cyg	314.956667	47.521111	6.00	2.00	0.00	4.74	
8048	0	Zet_Mic	315.741667	-38.631667	-28.00	-111.00	24.00	5.30	
8049	0	HR8049	314.855833	59.438611	44.00	15.00	2.00	5.51	
8050	0	HR8050	315.792500	-27.731944	35.00	-44.00	0.00	6.25	
8051	0	HR8051	315.303750	36.026111	-5.00	-5.00	0.00	5.97	
8052	0	HR8052	317.199583	-76.212500	-27.00	-22.00	0.00	6.58	
8053	0	60____Cyg	315.295417	46.155833	6.00	8.00	0.00	5.37	
8054	0	HR8054	315.748333	-0.924722	7.00	-2.00	0.00	6.50	
8055	0	Mu__Ind	316.309167	-54.727222	10.00	-46.00	23.00	5.16	
8056	0	HR8056	315.762500	1.531944	-116.00	-53.00	35.00	6.25	
8057	0	HR8057	315.757500	14.730000	21.00	5.00	0.00	6.31	
8058	0	12____Aqr	316.019167	-5.823333	3.00	12.00	3.00	7.31	
8059	0	12____Aqr	316.019583	-5.823056	18.00	-9.00	3.00	5.89	
8060	0	22Eta_Cap	316.101250	-19.855000	-34.00	-37.00	55.00	4.84	
8061	0	HR8061	317.342917	-73.173056	432.00	-331.00	48.00	5.68	
8062	0	HR8062	315.600417	44.791111	-14.00	3.00	0.00	6.19	
8063	0	HR8063	315.770000	38.657500	16.00	-8.00	0.00	6.07	
8064	0	HR8064	315.702083	45.848889	-5.00	-1.00	9.00	6.48	
8065	0	HR8065	315.537917	56.669722	16.00	4.00	4.00	5.83	
8066	0	3____Equ	316.144583	5.502778	17.00	-2.00	11.00	5.61	
8067	0	HR8067	316.173750	2.941944	13.00	1.00	0.00	6.42	
8068	0	HR8068	316.189167	2.269722	98.00	-65.00	0.00	6.33	
8069	0	Eta_Mic	316.606250	-41.386111	26.00	-16.00	0.00	5.53	
8070	0	Del_Mic	316.505000	-30.125000	41.00	-68.00	0.00	5.68	
8071	0	HR8071	315.967083	41.628056	1.00	-54.00	0.00	6.33	
8072	0	HR8072	315.858333	50.351944	58.00	53.00	0.00	6.37	
8073	0	HR8073	317.137083	-63.928889	7.00	-11.00	0.00	5.76	
8074	0	HR8074	315.930417	46.861944	-55.00	-110.00	0.00	6.32	
8075	0	23The_Cap	316.486667	-17.232778	83.00	-60.00	17.00	4.07	
8076	0	HR8076	316.602917	-32.341667	-1.00	10.00	12.00	5.18	
8077	0	4____Equ	316.361250	5.958333	-90.00	-129.00	15.00	5.94	
8078	0	HR8078	315.948333	53.286111	40.00	37.00	0.00	5.90	
8079	0	62Xi__Cyg	316.232917	43.927778	8.00	1.00	7.00	3.72	
8080	0	24____Cap	316.782083	-25.005833	-23.00	-43.00	22.00	4.50	
8081	0	HR8081	317.836250	-72.544167	26.00	-22.00	0.00	6.20	
8082	0	HR8082	316.597917	26.924444	44.00	-17.00	0.00	6.12	
8083	0	HR8083	316.935833	-17.455278	18.00	-27.00	0.00	6.17	
8084	0	HR8084	316.626250	31.184722	7.00	-4.00	0.00	5.82	
8085	0	61____Cyg	316.727500	38.745833	4136.00	3203.00	292.00	5.21	
8086	0	61____Cyg	316.730417	38.743333	4126.00	3208.00	294.00	6.03	
8087	0	25Chi_Cap	317.140000	-21.193611	22.00	-60.00	46.00	5.30	
8088	0	HR8088	316.890000	15.658611	49.00	-59.00	0.00	6.34	
8089	0	63____Cyg	316.650417	47.648333	8.00	1.00	8.00	4.55	
8090	0	HR8090	317.117500	6.989444	-6.00	3.00	0.00	6.15	
8091	0	27____Cap	317.387500	-20.556389	120.00	-124.00	0.00	6.25	
8092	0	Omi_Pav	318.335417	-70.126389	40.00	-25.00	8.00	5.02	
8093	0	13Nu__Aqr	317.398750	-11.371667	95.00	-15.00	17.00	4.51	
8094	0	HR8094	317.162083	30.205833	25.00	-17.00	-6.00	5.59	
8095	0	HR8095	317.492917	2.943333	40.00	17.00	0.00	6.45	
8096	0	HR8096	317.695417	-9.353889	114.00	-56.00	0.00	6.27	
8097	0	5Gam_Equ	317.585417	10.131667	57.00	-153.00	28.00	4.69	
8098	0	6____Equ	317.630000	10.048889	-9.00	15.00	10.00	6.07	
8099	0	HR8099	316.597083	71.431944	-48.00	-116.00	30.00	5.87	
8100	0	HR8100	318.056667	-40.269444	47.00	-222.00	42.00	5.83	
8101	0	HR8101	317.633333	22.454722	20.00	-8.00	0.00	6.68	
8102	0	HR8102	317.922083	-14.472222	39.00	4.00	0.00	6.48	
8103	0	HR8103	317.494167	45.502500	4.00	-1.00	0.00	6.63	
8104	0	HR8104	318.262917	-39.425278	186.00	-123.00	29.00	5.26	
8105	0	HR8105	317.766250	36.299167	21.00	-15.00	0.00	6.54	
8106	0	HR8106	317.565000	53.563333	26.00	1.00	0.00	5.73	
8107	0	HR8107	317.629167	47.691944	4.00	-7.00	0.00	6.46	
8108	0	HR8108	318.328750	-36.423889	29.00	-13.00	0.00	5.96	
8109	0	HR8109	317.370417	63.295556	13.00	5.00	0.00	6.54	
8110	0	HR8110	318.322083	-27.619444	99.00	-116.00	0.00	5.42	
8111	0	HR8111	319.567083	-75.346667	13.00	-35.00	0.00	6.63	
8112	0	HR8112	316.372083	78.126389	20.00	29.00	0.00	5.91	
8113	0	HR8113	317.383333	68.490278	-32.00	-67.00	2.00	7.33	
8114	0	HR8114	318.941250	-53.263056	35.00	-17.00	0.00	5.75	
8115	0	64Zet_Cyg	318.234167	30.226944	1.00	-56.00	27.00	3.20	
8116	0	HR8116	318.370000	15.982500	43.00	-23.00	-5.00	6.27	
8117	0	HR8117	318.811250	-40.506389	139.00	-9.00	0.00	6.21	
8118	0	HR8118	318.569583	-10.605278	14.00	4.00	0.00	6.77	
8119	0	HR8119	317.950833	59.986389	0.00	-5.00	2.00	5.64	
8120	0	HR8120	318.359583	36.633611	-18.00	6.00	0.00	6.05	
8121	0	HR8121	318.654167	0.092222	28.00	-9.00	0.00	6.38	
8122	0	HR8122	318.777500	-17.345000	-4.00	-20.00	0.00	6.04	
8123	0	7Del_Equ	318.620417	10.006944	49.00	-305.00	58.00	4.49	
8124	0	HR8124	318.945000	-36.210833	32.00	-9.00	0.00	6.12	
8125	0	HR8125	319.501250	-64.681667	6.00	-37.00	0.00	6.31	
8126	0	HR8126	318.542917	29.901111	1.00	5.00	0.00	6.17	
8127	0	28Phi_Cap	318.907917	-20.651667	13.00	2.00	20.00	5.24	
8128	0	29____Cap	318.937083	-15.171389	27.00	5.00	-0.00	5.28	
8129	0	HR8129	323.017500	-84.810000	45.00	-27.00	0.00	6.45	
8130	0	65Tau_Cyg	318.697917	38.045556	160.00	435.00	55.00	3.72	
8131	0	8Alp_Equ	318.955833	5.247778	59.00	-88.00	21.00	3.92	
8132	0	HR8132	319.165000	-1.607778	36.00	-14.00	0.00	6.48	
8133	0	HR8133	318.427500	64.403889	27.00	-105.00	24.00	6.39	
8134	0	HR8134	319.306250	-13.278889	-22.00	-2.00	0.00	6.40	
8135	0	Eps_Mic	319.484583	-32.172500	58.00	-26.00	33.00	4.71	
8136	0	HR8136	318.903333	47.973611	-42.00	-23.00	0.00	6.46	
8137	0	30____Cap	319.488750	-17.985278	17.00	-2.00	0.00	5.43	
8138	0	HR8138	319.123333	42.251389	3.00	-28.00	0.00	6.43	
8139	0	31____Cap	319.565417	-17.462222	36.00	4.00	0.00	7.05	
8140	0	The_Ind	319.966667	-53.449722	105.00	-72.00	43.00	4.39	
8141	0	15____Aqr	319.546250	-4.519444	11.00	15.00	8.00	5.82	
8142	0	HR8142	319.726667	-28.765556	-181.00	-58.00	0.00	6.40	
8143	0	67Sig_Cyg	319.354167	39.394722	1.00	-3.00	11.00	4.23	
8144	0	HR8144	319.346667	42.683333	15.00	-8.00	0.00	6.19	
8145	0	HR8145	320.039583	-45.022222	0.00	-10.00	0.00	6.00	
8146	0	66Ups_Cyg	319.479583	34.896944	14.00	-2.00	19.00	4.43	
8147	0	HR8147	319.258333	53.997500	31.00	33.00	0.00	6.13	
8148	0	HR8148	319.940833	-26.353056	-539.00	-357.00	56.00	6.56	
8149	0	HR8149	319.716667	11.203333	26.00	15.00	0.00	5.96	
8150	0	HR8150	319.309583	55.798056	18.00	17.00	0.00	5.98	
8151	0	The1Mic	320.190000	-40.809722	69.00	-5.00	12.00	4.82	
8152	0	HR8152	320.318333	-49.937778	-21.00	-151.00	0.00	6.38	
8153	0	HR8153	319.328333	58.611667	1.00	3.00	0.00	6.42	
8154	0	68____Cyg	319.613333	43.945833	6.00	-9.00	0.00	5.00	
8155	0	HR8155	319.730417	41.040833	-6.00	9.00	0.00	6.15	
8156	0	HR8156	321.069583	-69.734167	5.00	-18.00	0.00	6.41	
8157	0	HR8157	319.842500	38.237500	11.00	-6.00	0.00	5.83	
8158	0	HR8158	320.058333	22.026389	3.00	10.00	0.00	6.29	
8159	0	HR8159	321.325417	-71.799444	18.00	-7.00	0.00	6.09	
8160	0	16____Aqr	320.267917	-4.560000	-12.00	11.00	14.00	5.87	
8161	0	HR8161	319.870000	49.510278	17.00	2.00	1.00	5.76	
8162	0	5Alp_Cep	319.645000	62.585556	151.00	49.00	68.00	2.44	
8163	0	9____Equ	320.270000	7.354444	41.00	-19.00	0.00	5.82	
8164	0	HR8164	319.815833	58.623611	5.00	-1.00	4.00	5.66	
8165	0	HR8165	320.268333	23.855833	243.00	-120.00	-5.00	5.57	
8166	0	HR8166	320.208750	32.452778	53.00	-33.00	18.00	5.68	
8167	0	32Iot_Cap	320.561667	-16.834444	33.00	4.00	33.00	4.28	
8168	0	HR8168	318.925833	77.012222	13.00	10.00	0.00	5.95	
8169	0	HR8169	320.341667	32.612778	18.00	-11.00	7.00	6.04	
8170	0	HR8170	320.255833	40.345556	-19.00	-207.00	34.00	6.40	
8171	0	6____Cep	319.842500	64.871944	6.00	4.00	-15.00	5.18	
8172	0	HR8172	320.752083	-22.668889	37.00	10.00	0.00	5.60	
8173	0	1____Peg	320.521667	19.804444	106.00	64.00	14.00	4.08	
8174	0	HR8174	318.339583	81.230833	-9.00	0.00	0.00	6.15	
8175	0	17____Aqr	320.734583	-9.319444	-25.00	-26.00	0.00	5.99	
8176	0	HR8176	323.476667	-82.683056	18.00	0.00	0.00	6.38	
8177	0	HR8177	321.086667	-46.615000	42.00	-22.00	0.00	6.31	
8178	0	10Bet_Equ	320.723333	6.811111	56.00	10.00	28.00	5.16	
8179	0	HR8179	320.139583	60.756944	-40.00	-1.00	0.00	6.11	
8180	0	The2Mic	321.103333	-41.006667	31.00	0.00	6.00	5.77	
8181	0	Gam_Pav	321.610833	-65.366111	79.00	799.00	111.00	4.22	
8182	0	HR8182	320.674583	30.309722	15.00	4.00	0.00	6.05	
8183	0	33____Cap	321.040000	-20.851944	-7.00	-125.00	21.00	5.41	
8184	0	HR8184	321.032917	-22.746944	-28.00	-3.00	0.00	6.38	
8185	0	HR8185	320.501667	49.388889	34.00	67.00	11.00	5.69	
8186	0	HR8186	320.695417	38.634167	4.00	-24.00	0.00	6.63	
8187	0	18____Aqr	321.047917	-12.878056	91.00	8.00	0.00	5.49	
8188	0	Gam_Ind	321.564167	-54.660556	4.00	36.00	0.00	6.12	
8189	0	HR8189	320.845833	37.406667	46.00	25.00	0.00	6.58	
8190	0	HR8190	320.995000	24.274167	136.00	22.00	27.00	5.71	
8191	0	HR8191	321.102500	10.174167	72.00	21.00	0.00	6.35	
8192	0	20____Aqr	321.215417	-3.398333	-6.00	-53.00	0.00	6.36	
8193	0	HR8193	320.951250	37.351389	-9.00	-7.00	0.00	6.47	
8194	0	HR8194	321.030833	25.312222	39.00	0.00	0.00	6.15	
8195	0	19____Aqr	321.304583	-9.748611	24.00	-171.00	7.00	5.70	
8196	0	HR8196	322.187083	-69.505278	75.00	-47.00	23.00	5.34	
8197	0	HR8197	321.096250	24.528889	33.00	0.00	0.00	6.32	
8198	0	HR8198	321.141667	26.174444	48.00	2.00	13.00	5.68	
8199	0	21____Aqr	321.320833	-3.556667	-8.00	-65.00	0.00	5.49	
8200	0	HR8200	321.595417	-37.829444	163.00	-12.00	0.00	5.63	
8201	0	HR8201	323.335833	-80.039167	6.00	-12.00	0.00	6.47	
8202	0	HR8202	321.756667	-42.547778	-49.00	17.00	0.00	5.51	
